change_type,worksheet,cell,historical_formula,active_formula
REMOVED,Project_NCF_Con (2),AJ27,"=IF(AI27<0,1,IF(AND(AI26<0,AI27>0),(-AI26/(AI27-AI26)),0))",
REMOVED,Project_NCF_Con (2),AJ28,"=IF(AI28<0,1,IF(AND(AI27<0,AI28>0),(-AI27/(AI28-AI27)),0))",
REMOVED,Project_NCF_Con (2),AJ29,"=IF(AI29<0,1,IF(AND(AI28<0,AI29>0),(-AI28/(AI29-AI28)),0))",
REMOVED,Project_NCF_Con (2),AJ30,"=IF(AI30<0,1,IF(AND(AI29<0,AI30>0),(-AI29/(AI30-AI29)),0))",
REMOVED,Project_NCF_Con (2),AJ31,"=IF(AI31<0,1,IF(AND(AI30<0,AI31>0),(-AI30/(AI31-AI30)),0))",
REMOVED,Project_NCF_Con (2),AJ32,"=IF(AI32<0,1,IF(AND(AI31<0,AI32>0),(-AI31/(AI32-AI31)),0))",
REMOVED,Project_NCF_Con (2),AJ33,"=IF(AI33<0,1,IF(AND(AI32<0,AI33>0),(-AI32/(AI33-AI32)),0))",
REMOVED,Project_NCF_Con (2),AJ34,"=IF(AI34<0,1,IF(AND(AI33<0,AI34>0),(-AI33/(AI34-AI33)),0))",
REMOVED,Project_NCF_Con (2),AJ35,"=IF(AI35<0,1,IF(AND(AI34<0,AI35>0),(-AI34/(AI35-AI34)),0))",
REMOVED,Project_NCF_Con (2),AJ36,"=IF(AI36<0,1,IF(AND(AI35<0,AI36>0),(-AI35/(AI36-AI35)),0))",
REMOVED,Project_NCF_Con (2),AJ37,"=IF(AI37<0,1,IF(AND(AI36<0,AI37>0),(-AI36/(AI37-AI36)),0))",
REMOVED,Project_NCF_Con (2),AJ38,"=IF(AI38<0,1,IF(AND(AI37<0,AI38>0),(-AI37/(AI38-AI37)),0))",
REMOVED,Project_NCF_Con (2),AJ39,"=IF(AI39<0,1,IF(AND(AI38<0,AI39>0),(-AI38/(AI39-AI38)),0))",
REMOVED,Project_NCF_Con (2),AJ40,"=IF(AI40<0,1,IF(AND(AI39<0,AI40>0),(-AI39/(AI40-AI39)),0))",
REMOVED,Project_NCF_Con (2),AJ41,"=IF(AI41<0,1,IF(AND(AI40<0,AI41>0),(-AI40/(AI41-AI40)),0))",
REMOVED,Project_NCF_Con (2),AJ42,"=IF(AI42<0,1,IF(AND(AI41<0,AI42>0),(-AI41/(AI42-AI41)),0))",
REMOVED,Project_NCF_Con (2),AJ43,"=IF(AI43<0,1,IF(AND(AI42<0,AI43>0),(-AI42/(AI43-AI42)),0))",
REMOVED,Project_NCF_Con (2),AJ44,"=IF(AI44<0,1,IF(AND(AI43<0,AI44>0),(-AI43/(AI44-AI43)),0))",
REMOVED,Project_NCF_Con (2),AJ45,"=IF(AI45<0,1,IF(AND(AI44<0,AI45>0),(-AI44/(AI45-AI44)),0))",
REMOVED,Project_NCF_Con (2),AJ46,"=IF(AI46<0,1,IF(AND(AI45<0,AI46>0),(-AI45/(AI46-AI45)),0))",
REMOVED,Project_NCF_Con (2),AJ47,"=IF(AI47<0,1,IF(AND(AI46<0,AI47>0),(-AI46/(AI47-AI46)),0))",
REMOVED,Project_NCF_Con (2),AJ48,"=IF(AI48<0,1,IF(AND(AI47<0,AI48>0),(-AI47/(AI48-AI47)),0))",
REMOVED,Project_NCF_Con (2),AJ49,"=IF(AI49<0,1,IF(AND(AI48<0,AI49>0),(-AI48/(AI49-AI48)),0))",
REMOVED,Project_NCF_Con (2),AJ5,"=IF(AI5<0,1,IF(AND(AI4<0,AI5>0),(-AI4/(AI5-AI4)),0))",
REMOVED,Project_NCF_Con (2),AJ51,=SUM(AJ5:AJ49),
REMOVED,Project_NCF_Con (2),AJ6,"=IF(AI6<0,1,IF(AND(AI5<0,AI6>0),(-AI5/(AI6-AI5)),0))",
REMOVED,Project_NCF_Con (2),AJ7,"=IF(AI7<0,1,IF(AND(AI6<0,AI7>0),(-AI6/(AI7-AI6)),0))",
REMOVED,Project_NCF_Con (2),AJ8,"=IF(AI8<0,1,IF(AND(AI7<0,AI8>0),(-AI7/(AI8-AI7)),0))",
REMOVED,Project_NCF_Con (2),AJ9,"=IF(AI9<0,1,IF(AND(AI8<0,AI9>0),(-AI8/(AI9-AI8)),0))",
REMOVED,Project_NCF_Con (2),AM59,=AK59*(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A9-$A$8),
REMOVED,Project_NCF_Con (2),AN43,=,
REMOVED,Project_NCF_Con (2),AN44,=,
REMOVED,Project_NCF_Con (2),AN45,=,
REMOVED,Project_NCF_Con (2),AN46,=,
REMOVED,Project_NCF_Con (2),AN47,=,
REMOVED,Project_NCF_Con (2),AN48,=,
REMOVED,Project_NCF_Con (2),AN49,=,
REMOVED,Project_NCF_Con (2),AN50,=,
REMOVED,Project_NCF_Con (2),AN51,=,
REMOVED,Project_NCF_Con (2),AN52,=,
REMOVED,Project_NCF_Con (2),AN53,=,
REMOVED,Project_NCF_Con (2),AN54,=,
REMOVED,Project_NCF_Con (2),AN55,=,
REMOVED,Project_NCF_Con (2),AN56,=,
REMOVED,Project_NCF_Con (2),AO43,=,
REMOVED,Project_NCF_Con (2),AO44,=,
REMOVED,Project_NCF_Con (2),AO45,=,
REMOVED,Project_NCF_Con (2),AO46,=,
REMOVED,Project_NCF_Con (2),AO47,=,
REMOVED,Project_NCF_Con (2),AO48,=,
REMOVED,Project_NCF_Con (2),AO49,=,
REMOVED,Project_NCF_Con (2),AO50,=,
REMOVED,Project_NCF_Con (2),AO51,=,
REMOVED,Project_NCF_Con (2),AO52,=,
REMOVED,Project_NCF_Con (2),AO53,=,
REMOVED,Project_NCF_Con (2),AO54,=,
REMOVED,Project_NCF_Con (2),AO55,=,
REMOVED,Project_NCF_Con (2),AO56,=,
REMOVED,Project_NCF_Con (2),AU12,=IRR(AF5:AF40),
REMOVED,Project_NCF_Con (2),AU14,=IRR(AK5:AK49),
REMOVED,Project_NCF_Con (2),B1,=FLGT!J3,
REMOVED,Project_NCF_Con (2),B10,=CIT_NCF_Oil!B10+CIT_NCF_Gas!B10,
REMOVED,Project_NCF_Con (2),B11,=CIT_NCF_Oil!B11+CIT_NCF_Gas!B11,
REMOVED,Project_NCF_Con (2),B12,=CIT_NCF_Oil!B12+CIT_NCF_Gas!B12,
REMOVED,Project_NCF_Con (2),B13,=CIT_NCF_Oil!B13+CIT_NCF_Gas!B13,
REMOVED,Project_NCF_Con (2),B14,=CIT_NCF_Oil!B14+CIT_NCF_Gas!B14,
REMOVED,Project_NCF_Con (2),B15,=CIT_NCF_Oil!B15+CIT_NCF_Gas!B15,
REMOVED,Project_NCF_Con (2),B16,=CIT_NCF_Oil!B16+CIT_NCF_Gas!B16,
REMOVED,Project_NCF_Con (2),B17,=CIT_NCF_Oil!B17+CIT_NCF_Gas!B17,
REMOVED,Project_NCF_Con (2),B18,=CIT_NCF_Oil!B18+CIT_NCF_Gas!B18,
REMOVED,Project_NCF_Con (2),B19,=CIT_NCF_Oil!B19+CIT_NCF_Gas!B19,
REMOVED,Project_NCF_Con (2),B20,=CIT_NCF_Oil!B20+CIT_NCF_Gas!B20,
REMOVED,Project_NCF_Con (2),B21,=CIT_NCF_Oil!B21+CIT_NCF_Gas!B21,
REMOVED,Project_NCF_Con (2),B22,=CIT_NCF_Oil!B22+CIT_NCF_Gas!B22,
REMOVED,Project_NCF_Con (2),B23,=CIT_NCF_Oil!B23+CIT_NCF_Gas!B23,
REMOVED,Project_NCF_Con (2),B24,=CIT_NCF_Oil!B24+CIT_NCF_Gas!B24,
REMOVED,Project_NCF_Con (2),B25,=CIT_NCF_Oil!B25+CIT_NCF_Gas!B25,
REMOVED,Project_NCF_Con (2),B26,=CIT_NCF_Oil!B26+CIT_NCF_Gas!B26,
REMOVED,Project_NCF_Con (2),B27,=CIT_NCF_Oil!B27+CIT_NCF_Gas!B27,
REMOVED,Project_NCF_Con (2),B28,=CIT_NCF_Oil!B28+CIT_NCF_Gas!B28,
REMOVED,Project_NCF_Con (2),B29,=CIT_NCF_Oil!B29+CIT_NCF_Gas!B29,
REMOVED,Project_NCF_Con (2),B30,=CIT_NCF_Oil!B30+CIT_NCF_Gas!B30,
REMOVED,Project_NCF_Con (2),B31,=CIT_NCF_Oil!B31+CIT_NCF_Gas!B31,
REMOVED,Project_NCF_Con (2),B32,=CIT_NCF_Oil!B32+CIT_NCF_Gas!B32,
REMOVED,Project_NCF_Con (2),B33,=CIT_NCF_Oil!B33+CIT_NCF_Gas!B33,
REMOVED,Project_NCF_Con (2),B34,=CIT_NCF_Oil!B34+CIT_NCF_Gas!B34,
REMOVED,Project_NCF_Con (2),B35,=CIT_NCF_Oil!B35+CIT_NCF_Gas!B35,
REMOVED,Project_NCF_Con (2),B36,=CIT_NCF_Oil!B36+CIT_NCF_Gas!B36,
REMOVED,Project_NCF_Con (2),B37,=CIT_NCF_Oil!B37+CIT_NCF_Gas!B37,
REMOVED,Project_NCF_Con (2),B38,=CIT_NCF_Oil!B38+CIT_NCF_Gas!B38,
REMOVED,Project_NCF_Con (2),B39,=CIT_NCF_Oil!B39+CIT_NCF_Gas!B39,
REMOVED,Project_NCF_Con (2),B40,=CIT_NCF_Oil!B40+CIT_NCF_Gas!B40,
REMOVED,Project_NCF_Con (2),B41,=CIT_NCF_Oil!B41+CIT_NCF_Gas!B41,
REMOVED,Project_NCF_Con (2),B42,=CIT_NCF_Oil!B42+CIT_NCF_Gas!B42,
REMOVED,Project_NCF_Con (2),B43,=CIT_NCF_Oil!B43+CIT_NCF_Gas!B43,
REMOVED,Project_NCF_Con (2),B44,=CIT_NCF_Oil!B44+CIT_NCF_Gas!B44,
REMOVED,Project_NCF_Con (2),B45,=CIT_NCF_Oil!B45+CIT_NCF_Gas!B45,
REMOVED,Project_NCF_Con (2),B46,=CIT_NCF_Oil!B46+CIT_NCF_Gas!B46,
REMOVED,Project_NCF_Con (2),B47,=CIT_NCF_Oil!B47+CIT_NCF_Gas!B47,
REMOVED,Project_NCF_Con (2),B48,=CIT_NCF_Oil!B48+CIT_NCF_Gas!B48,
REMOVED,Project_NCF_Con (2),B49,=CIT_NCF_Oil!B49+CIT_NCF_Gas!B49,
REMOVED,Project_NCF_Con (2),B5,=CIT_NCF_Oil!B5+CIT_NCF_Gas!B5,
REMOVED,Project_NCF_Con (2),B51,=SUM(B5:B49),
REMOVED,Project_NCF_Con (2),B6,=CIT_NCF_Oil!B6+CIT_NCF_Gas!B6,
REMOVED,Project_NCF_Con (2),B7,=CIT_NCF_Oil!B7+CIT_NCF_Gas!B7,
REMOVED,Project_NCF_Con (2),B8,=CIT_NCF_Oil!B8+CIT_NCF_Gas!B8,
REMOVED,Project_NCF_Con (2),B9,=CIT_NCF_Oil!B9+CIT_NCF_Gas!B9,
REMOVED,Project_NCF_Con (2),C1,=Ec_IO!G22,
REMOVED,Project_NCF_Con (2),E10,=CIT_NCF_Gas!E10,
REMOVED,Project_NCF_Con (2),E11,=CIT_NCF_Gas!E11,
REMOVED,Project_NCF_Con (2),E12,=CIT_NCF_Gas!E12,
REMOVED,Project_NCF_Con (2),E13,=CIT_NCF_Gas!E13,
REMOVED,Project_NCF_Con (2),E14,=CIT_NCF_Gas!E14,
REMOVED,Project_NCF_Con (2),E15,=CIT_NCF_Gas!E15,
REMOVED,Project_NCF_Con (2),E16,=CIT_NCF_Gas!E16,
REMOVED,Project_NCF_Con (2),E17,=CIT_NCF_Gas!E17,
REMOVED,Project_NCF_Con (2),E18,=CIT_NCF_Gas!E18,
REMOVED,Project_NCF_Con (2),E19,=CIT_NCF_Gas!E19,
REMOVED,Project_NCF_Con (2),E20,=CIT_NCF_Gas!E20,
REMOVED,Project_NCF_Con (2),E21,=CIT_NCF_Gas!E21,
REMOVED,Project_NCF_Con (2),E22,=CIT_NCF_Gas!E22,
REMOVED,Project_NCF_Con (2),E23,=CIT_NCF_Gas!E23,
REMOVED,Project_NCF_Con (2),E24,=CIT_NCF_Gas!E24,
REMOVED,Project_NCF_Con (2),E25,=CIT_NCF_Gas!E25,
REMOVED,Project_NCF_Con (2),E26,=CIT_NCF_Gas!E26,
REMOVED,Project_NCF_Con (2),E27,=CIT_NCF_Gas!E27,
REMOVED,Project_NCF_Con (2),E28,=CIT_NCF_Gas!E28,
REMOVED,Project_NCF_Con (2),E29,=CIT_NCF_Gas!E29,
REMOVED,Project_NCF_Con (2),E30,=CIT_NCF_Gas!E30,
REMOVED,Project_NCF_Con (2),E31,=CIT_NCF_Gas!E31,
REMOVED,Project_NCF_Con (2),E32,=CIT_NCF_Gas!E32,
REMOVED,Project_NCF_Con (2),E33,=CIT_NCF_Gas!E33,
REMOVED,Project_NCF_Con (2),E34,=CIT_NCF_Gas!E34,
REMOVED,Project_NCF_Con (2),E35,=CIT_NCF_Gas!E35,
REMOVED,Project_NCF_Con (2),E36,=CIT_NCF_Gas!E36,
REMOVED,Project_NCF_Con (2),E37,=CIT_NCF_Gas!E37,
REMOVED,Project_NCF_Con (2),E38,=CIT_NCF_Gas!E38,
REMOVED,Project_NCF_Con (2),E39,=CIT_NCF_Gas!E39,
REMOVED,Project_NCF_Con (2),E40,=CIT_NCF_Gas!E40,
REMOVED,Project_NCF_Con (2),E41,=CIT_NCF_Gas!E41,
REMOVED,Project_NCF_Con (2),E42,=CIT_NCF_Gas!E42,
REMOVED,Project_NCF_Con (2),E43,=CIT_NCF_Gas!E43,
REMOVED,Project_NCF_Con (2),E44,=CIT_NCF_Gas!E44,
REMOVED,Project_NCF_Con (2),E45,=CIT_NCF_Gas!E45,
REMOVED,Project_NCF_Con (2),E46,=CIT_NCF_Gas!E46,
REMOVED,Project_NCF_Con (2),E47,=CIT_NCF_Gas!E47,
REMOVED,Project_NCF_Con (2),E48,=CIT_NCF_Gas!E48,
REMOVED,Project_NCF_Con (2),E49,=CIT_NCF_Gas!E49,
REMOVED,Project_NCF_Con (2),E5,=CIT_NCF_Gas!E5,
REMOVED,Project_NCF_Con (2),E51,=SUM(E5:E49),
REMOVED,Project_NCF_Con (2),E6,=CIT_NCF_Gas!E6,
REMOVED,Project_NCF_Con (2),E7,=CIT_NCF_Gas!E7,
REMOVED,Project_NCF_Con (2),E8,=CIT_NCF_Gas!E8,
REMOVED,Project_NCF_Con (2),E9,=CIT_NCF_Gas!E9,
REMOVED,Project_NCF_Con (2),F1,=Royalties!E1,
REMOVED,Project_NCF_Con (2),F10,=CIT_NCF_Oil!F10+CIT_NCF_Gas!F10,
REMOVED,Project_NCF_Con (2),F11,=CIT_NCF_Oil!F11+CIT_NCF_Gas!F11,
REMOVED,Project_NCF_Con (2),F12,=CIT_NCF_Oil!F12+CIT_NCF_Gas!F12,
REMOVED,Project_NCF_Con (2),F13,=CIT_NCF_Oil!F13+CIT_NCF_Gas!F13,
REMOVED,Project_NCF_Con (2),F14,=CIT_NCF_Oil!F14+CIT_NCF_Gas!F14,
REMOVED,Project_NCF_Con (2),F15,=CIT_NCF_Oil!F15+CIT_NCF_Gas!F15,
REMOVED,Project_NCF_Con (2),F16,=CIT_NCF_Oil!F16+CIT_NCF_Gas!F16,
REMOVED,Project_NCF_Con (2),F17,=CIT_NCF_Oil!F17+CIT_NCF_Gas!F17,
REMOVED,Project_NCF_Con (2),F18,=CIT_NCF_Oil!F18+CIT_NCF_Gas!F18,
REMOVED,Project_NCF_Con (2),F19,=CIT_NCF_Oil!F19+CIT_NCF_Gas!F19,
REMOVED,Project_NCF_Con (2),F20,=CIT_NCF_Oil!F20+CIT_NCF_Gas!F20,
REMOVED,Project_NCF_Con (2),F21,=CIT_NCF_Oil!F21+CIT_NCF_Gas!F21,
REMOVED,Project_NCF_Con (2),F22,=CIT_NCF_Oil!F22+CIT_NCF_Gas!F22,
REMOVED,Project_NCF_Con (2),F23,=CIT_NCF_Oil!F23+CIT_NCF_Gas!F23,
REMOVED,Project_NCF_Con (2),F24,=CIT_NCF_Oil!F24+CIT_NCF_Gas!F24,
REMOVED,Project_NCF_Con (2),F25,=CIT_NCF_Oil!F25+CIT_NCF_Gas!F25,
REMOVED,Project_NCF_Con (2),F26,=CIT_NCF_Oil!F26+CIT_NCF_Gas!F26,
REMOVED,Project_NCF_Con (2),F27,=CIT_NCF_Oil!F27+CIT_NCF_Gas!F27,
REMOVED,Project_NCF_Con (2),F28,=CIT_NCF_Oil!F28+CIT_NCF_Gas!F28,
REMOVED,Project_NCF_Con (2),F29,=CIT_NCF_Oil!F29+CIT_NCF_Gas!F29,
REMOVED,Project_NCF_Con (2),F3,=FLGT!AE3,
REMOVED,Project_NCF_Con (2),F30,=FLGT!AE30,
REMOVED,Project_NCF_Con (2),F31,=FLGT!AE31,
REMOVED,Project_NCF_Con (2),F32,=FLGT!AE32,
REMOVED,Project_NCF_Con (2),F33,=FLGT!AE33,
REMOVED,Project_NCF_Con (2),F34,=FLGT!AE34,
REMOVED,Project_NCF_Con (2),F35,=FLGT!AE35,
REMOVED,Project_NCF_Con (2),F36,=FLGT!AE36,
REMOVED,Project_NCF_Con (2),F37,=FLGT!AE37,
REMOVED,Project_NCF_Con (2),F38,=FLGT!AE38,
REMOVED,Project_NCF_Con (2),F39,=FLGT!AE39,
REMOVED,Project_NCF_Con (2),F4,=FLGT!AE4,
REMOVED,Project_NCF_Con (2),F40,=FLGT!AE40,
REMOVED,Project_NCF_Con (2),F41,=FLGT!AE41,
REMOVED,Project_NCF_Con (2),F42,=FLGT!AE42,
REMOVED,Project_NCF_Con (2),F43,=FLGT!AE43,
REMOVED,Project_NCF_Con (2),F44,=FLGT!AE44,
REMOVED,Project_NCF_Con (2),F45,=FLGT!AE45,
REMOVED,Project_NCF_Con (2),F46,=FLGT!AE46,
REMOVED,Project_NCF_Con (2),F47,=FLGT!AE47,
REMOVED,Project_NCF_Con (2),F48,=FLGT!AE48,
REMOVED,Project_NCF_Con (2),F49,=FLGT!AE49,
REMOVED,Project_NCF_Con (2),F5,=CIT_NCF_Oil!F5+CIT_NCF_Gas!F5,
REMOVED,Project_NCF_Con (2),F51,=SUM(F5:F49),
REMOVED,Project_NCF_Con (2),F6,=CIT_NCF_Oil!F6+CIT_NCF_Gas!F6,
REMOVED,Project_NCF_Con (2),F7,=CIT_NCF_Oil!F7+CIT_NCF_Gas!F7,
REMOVED,Project_NCF_Con (2),F8,=CIT_NCF_Oil!F8+CIT_NCF_Gas!F8,
REMOVED,Project_NCF_Con (2),F9,=CIT_NCF_Oil!F9+CIT_NCF_Gas!F9,
REMOVED,Project_NCF_Con (2),G10,=CIT_NCF_Oil!G10+CIT_NCF_Gas!G10,
REMOVED,Project_NCF_Con (2),G11,=CIT_NCF_Oil!G11+CIT_NCF_Gas!G11,
REMOVED,Project_NCF_Con (2),G12,=CIT_NCF_Oil!G12+CIT_NCF_Gas!G12,
REMOVED,Project_NCF_Con (2),G13,=CIT_NCF_Oil!G13+CIT_NCF_Gas!G13,
REMOVED,Project_NCF_Con (2),G14,=CIT_NCF_Oil!G14+CIT_NCF_Gas!G14,
REMOVED,Project_NCF_Con (2),G15,=CIT_NCF_Oil!G15+CIT_NCF_Gas!G15,
REMOVED,Project_NCF_Con (2),G16,=CIT_NCF_Oil!G16+CIT_NCF_Gas!G16,
REMOVED,Project_NCF_Con (2),G17,=CIT_NCF_Oil!G17+CIT_NCF_Gas!G17,
REMOVED,Project_NCF_Con (2),G18,=CIT_NCF_Oil!G18+CIT_NCF_Gas!G18,
REMOVED,Project_NCF_Con (2),G19,=CIT_NCF_Oil!G19+CIT_NCF_Gas!G19,
REMOVED,Project_NCF_Con (2),G20,=CIT_NCF_Oil!G20+CIT_NCF_Gas!G20,
REMOVED,Project_NCF_Con (2),G21,=CIT_NCF_Oil!G21+CIT_NCF_Gas!G21,
REMOVED,Project_NCF_Con (2),G22,=CIT_NCF_Oil!G22+CIT_NCF_Gas!G22,
REMOVED,Project_NCF_Con (2),G23,=CIT_NCF_Oil!G23+CIT_NCF_Gas!G23,
REMOVED,Project_NCF_Con (2),G24,=CIT_NCF_Oil!G24+CIT_NCF_Gas!G24,
REMOVED,Project_NCF_Con (2),G25,=CIT_NCF_Oil!G25+CIT_NCF_Gas!G25,
REMOVED,Project_NCF_Con (2),G26,=CIT_NCF_Oil!G26+CIT_NCF_Gas!G26,
REMOVED,Project_NCF_Con (2),G27,=CIT_NCF_Oil!G27+CIT_NCF_Gas!G27,
REMOVED,Project_NCF_Con (2),G28,=CIT_NCF_Oil!G28+CIT_NCF_Gas!G28,
REMOVED,Project_NCF_Con (2),G29,=CIT_NCF_Oil!G29+CIT_NCF_Gas!G29,
REMOVED,Project_NCF_Con (2),G3,=FLGT!AB3,
REMOVED,Project_NCF_Con (2),G30,=CIT_NCF_Oil!G30+CIT_NCF_Gas!G30,
REMOVED,Project_NCF_Con (2),G31,=CIT_NCF_Oil!G31+CIT_NCF_Gas!G31,
REMOVED,Project_NCF_Con (2),G32,=CIT_NCF_Oil!G32+CIT_NCF_Gas!G32,
REMOVED,Project_NCF_Con (2),G33,=CIT_NCF_Oil!G33+CIT_NCF_Gas!G33,
REMOVED,Project_NCF_Con (2),G34,=CIT_NCF_Oil!G34+CIT_NCF_Gas!G34,
REMOVED,Project_NCF_Con (2),G35,=CIT_NCF_Oil!G35+CIT_NCF_Gas!G35,
REMOVED,Project_NCF_Con (2),G36,=CIT_NCF_Oil!G36+CIT_NCF_Gas!G36,
REMOVED,Project_NCF_Con (2),G37,=CIT_NCF_Oil!G37+CIT_NCF_Gas!G37,
REMOVED,Project_NCF_Con (2),G38,=CIT_NCF_Oil!G38+CIT_NCF_Gas!G38,
REMOVED,Project_NCF_Con (2),G39,=CIT_NCF_Oil!G39+CIT_NCF_Gas!G39,
REMOVED,Project_NCF_Con (2),G4,=FLGT!AB4,
REMOVED,Project_NCF_Con (2),G40,=CIT_NCF_Oil!G40+CIT_NCF_Gas!G40,
REMOVED,Project_NCF_Con (2),G41,=CIT_NCF_Oil!G41+CIT_NCF_Gas!G41,
REMOVED,Project_NCF_Con (2),G42,=CIT_NCF_Oil!G42+CIT_NCF_Gas!G42,
REMOVED,Project_NCF_Con (2),G43,=CIT_NCF_Oil!G43+CIT_NCF_Gas!G43,
REMOVED,Project_NCF_Con (2),G44,=CIT_NCF_Oil!G44+CIT_NCF_Gas!G44,
REMOVED,Project_NCF_Con (2),G45,=CIT_NCF_Oil!G45+CIT_NCF_Gas!G45,
REMOVED,Project_NCF_Con (2),G46,=CIT_NCF_Oil!G46+CIT_NCF_Gas!G46,
REMOVED,Project_NCF_Con (2),G47,=CIT_NCF_Oil!G47+CIT_NCF_Gas!G47,
REMOVED,Project_NCF_Con (2),G48,=CIT_NCF_Oil!G48+CIT_NCF_Gas!G48,
REMOVED,Project_NCF_Con (2),G49,=CIT_NCF_Oil!G49+CIT_NCF_Gas!G49,
REMOVED,Project_NCF_Con (2),G5,=CIT_NCF_Oil!G5+CIT_NCF_Gas!G5,
REMOVED,Project_NCF_Con (2),G51,=SUM(G5:G49),
REMOVED,Project_NCF_Con (2),G6,=CIT_NCF_Oil!G6+CIT_NCF_Gas!G6,
REMOVED,Project_NCF_Con (2),G7,=CIT_NCF_Oil!G7+CIT_NCF_Gas!G7,
REMOVED,Project_NCF_Con (2),G8,=CIT_NCF_Oil!G8+CIT_NCF_Gas!G8,
REMOVED,Project_NCF_Con (2),G9,=CIT_NCF_Oil!G9+CIT_NCF_Gas!G9,
REMOVED,Project_NCF_Con (2),H1,=Ec_IO!G21,
REMOVED,Project_NCF_Con (2),H10,=CIT_NCF_Oil!H10+CIT_NCF_Gas!H10,
REMOVED,Project_NCF_Con (2),H11,=CIT_NCF_Oil!H11+CIT_NCF_Gas!H11,
REMOVED,Project_NCF_Con (2),H12,=CIT_NCF_Oil!H12+CIT_NCF_Gas!H12,
REMOVED,Project_NCF_Con (2),H13,=CIT_NCF_Oil!H13+CIT_NCF_Gas!H13,
REMOVED,Project_NCF_Con (2),H14,=CIT_NCF_Oil!H14+CIT_NCF_Gas!H14,
REMOVED,Project_NCF_Con (2),H15,=CIT_NCF_Oil!H15+CIT_NCF_Gas!H15,
REMOVED,Project_NCF_Con (2),H16,=CIT_NCF_Oil!H16+CIT_NCF_Gas!H16,
REMOVED,Project_NCF_Con (2),H17,=CIT_NCF_Oil!H17+CIT_NCF_Gas!H17,
REMOVED,Project_NCF_Con (2),H18,=CIT_NCF_Oil!H18+CIT_NCF_Gas!H18,
REMOVED,Project_NCF_Con (2),H19,=CIT_NCF_Oil!H19+CIT_NCF_Gas!H19,
REMOVED,Project_NCF_Con (2),H20,=CIT_NCF_Oil!H20+CIT_NCF_Gas!H20,
REMOVED,Project_NCF_Con (2),H21,=CIT_NCF_Oil!H21+CIT_NCF_Gas!H21,
REMOVED,Project_NCF_Con (2),H22,=CIT_NCF_Oil!H22+CIT_NCF_Gas!H22,
REMOVED,Project_NCF_Con (2),H23,=CIT_NCF_Oil!H23+CIT_NCF_Gas!H23,
REMOVED,Project_NCF_Con (2),H24,=CIT_NCF_Oil!H24+CIT_NCF_Gas!H24,
REMOVED,Project_NCF_Con (2),H25,=CIT_NCF_Oil!H25+CIT_NCF_Gas!H25,
REMOVED,Project_NCF_Con (2),H26,=CIT_NCF_Oil!H26+CIT_NCF_Gas!H26,
REMOVED,Project_NCF_Con (2),H27,=CIT_NCF_Oil!H27+CIT_NCF_Gas!H27,
REMOVED,Project_NCF_Con (2),H28,=CIT_NCF_Oil!H28+CIT_NCF_Gas!H28,
REMOVED,Project_NCF_Con (2),H29,=CIT_NCF_Oil!H29+CIT_NCF_Gas!H29,
REMOVED,Project_NCF_Con (2),H3,=FLGT!AC3,
REMOVED,Project_NCF_Con (2),H30,=CIT_NCF_Oil!H30+CIT_NCF_Gas!H30,
REMOVED,Project_NCF_Con (2),H31,=CIT_NCF_Oil!H31+CIT_NCF_Gas!H31,
REMOVED,Project_NCF_Con (2),H32,=CIT_NCF_Oil!H32+CIT_NCF_Gas!H32,
REMOVED,Project_NCF_Con (2),H33,=CIT_NCF_Oil!H33+CIT_NCF_Gas!H33,
REMOVED,Project_NCF_Con (2),H34,=CIT_NCF_Oil!H34+CIT_NCF_Gas!H34,
REMOVED,Project_NCF_Con (2),H35,=CIT_NCF_Oil!H35+CIT_NCF_Gas!H35,
REMOVED,Project_NCF_Con (2),H36,=CIT_NCF_Oil!H36+CIT_NCF_Gas!H36,
REMOVED,Project_NCF_Con (2),H37,=CIT_NCF_Oil!H37+CIT_NCF_Gas!H37,
REMOVED,Project_NCF_Con (2),H38,=CIT_NCF_Oil!H38+CIT_NCF_Gas!H38,
REMOVED,Project_NCF_Con (2),H39,=CIT_NCF_Oil!H39+CIT_NCF_Gas!H39,
REMOVED,Project_NCF_Con (2),H4,=FLGT!AC4,
REMOVED,Project_NCF_Con (2),H40,=CIT_NCF_Oil!H40+CIT_NCF_Gas!H40,
REMOVED,Project_NCF_Con (2),H41,=CIT_NCF_Oil!H41+CIT_NCF_Gas!H41,
REMOVED,Project_NCF_Con (2),H42,=CIT_NCF_Oil!H42+CIT_NCF_Gas!H42,
REMOVED,Project_NCF_Con (2),H43,=CIT_NCF_Oil!H43+CIT_NCF_Gas!H43,
REMOVED,Project_NCF_Con (2),H44,=CIT_NCF_Oil!H44+CIT_NCF_Gas!H44,
REMOVED,Project_NCF_Con (2),H45,=CIT_NCF_Oil!H45+CIT_NCF_Gas!H45,
REMOVED,Project_NCF_Con (2),H46,=CIT_NCF_Oil!H46+CIT_NCF_Gas!H46,
REMOVED,Project_NCF_Con (2),H47,=CIT_NCF_Oil!H47+CIT_NCF_Gas!H47,
REMOVED,Project_NCF_Con (2),H48,=CIT_NCF_Oil!H48+CIT_NCF_Gas!H48,
REMOVED,Project_NCF_Con (2),H49,=CIT_NCF_Oil!H49+CIT_NCF_Gas!H49,
