change_type,worksheet,cell,historical_formula,active_formula
ADDED,Analysis,B111,,=Ec_IO!C80
ADDED,Analysis,B112,,=Ec_IO!C81
ADDED,Analysis,B113,,=Ec_IO!C82
ADDED,Analysis,B114,,=Ec_IO!C83
ADDED,Analysis,B115,,=Ec_IO!C84
ADDED,Analysis,B116,,=Ec_IO!C85
ADDED,Analysis,B117,,=Ec_IO!C86
ADDED,Analysis,B118,,=Ec_IO!C87
ADDED,Analysis,B119,,=Ec_IO!C88
ADDED,Analysis,B120,,=Ec_IO!C89
ADDED,Analysis,B121,,=Ec_IO!C90
ADDED,Analysis,B122,,=Ec_IO!C91
ADDED,Analysis,B123,,=Ec_IO!C92
ADDED,Analysis,B124,,=Ec_IO!C93
ADDED,Analysis,B125,,=Ec_IO!C94
ADDED,Analysis,B126,,=Ec_IO!C95
ADDED,Analysis,B127,,=Ec_IO!C96
ADDED,Analysis,B128,,=Ec_IO!C97
ADDED,Analysis,B129,,=Ec_IO!C98
ADDED,Analysis,B130,,=Ec_IO!C99
ADDED,Analysis,B131,,=Ec_IO!C100
ADDED,Analysis,C111,,=Ec_IO!D80
ADDED,Analysis,C112,,=Ec_IO!D81
ADDED,Analysis,C113,,=Ec_IO!D82
ADDED,Analysis,C114,,=Ec_IO!D83
ADDED,Analysis,C115,,=Ec_IO!D84
ADDED,Analysis,C116,,=Ec_IO!D85
ADDED,Analysis,C117,,=Ec_IO!D86
ADDED,Analysis,C118,,=Ec_IO!D87
ADDED,Analysis,C119,,=Ec_IO!D88
ADDED,Analysis,C120,,=Ec_IO!D89
ADDED,Analysis,C121,,=Ec_IO!D90
ADDED,Analysis,C122,,=Ec_IO!D91
ADDED,Analysis,C123,,=Ec_IO!D92
ADDED,Analysis,C124,,=Ec_IO!D93
ADDED,Analysis,C125,,=Ec_IO!D94
ADDED,Analysis,C126,,=Ec_IO!D95
ADDED,Analysis,C127,,=Ec_IO!D96
ADDED,Analysis,C128,,=Ec_IO!D97
ADDED,Analysis,C129,,=Ec_IO!D98
ADDED,Analysis,C130,,=Ec_IO!D99
ADDED,Analysis,C131,,=Ec_IO!D100
ADDED,Analysis,C20,,=Ec_IO!C66
ADDED,Analysis,C21,,=Ec_IO!C67
ADDED,Analysis,C22,,=Ec_IO!C68
ADDED,Analysis,C23,,=Ec_IO!C69
ADDED,Analysis,C24,,=Ec_IO!C70
ADDED,Analysis,C25,,=Ec_IO!C71
ADDED,Analysis,C26,,=Ec_IO!C72
ADDED,Analysis,C27,,=Ec_IO!C73
ADDED,Analysis,C28,,=Ec_IO!C74
ADDED,Analysis,C29,,=Ec_IO!C75
ADDED,Analysis,C30,,=Ec_IO!C76
ADDED,Analysis,C31,,=Ec_IO!C77
ADDED,Analysis,C32,,=Ec_IO!C78
ADDED,Analysis,C33,,=Ec_IO!C79
ADDED,Analysis,D111,,=Ec_IO!E80
ADDED,Analysis,D113,,=Ec_IO!E82
ADDED,Analysis,D114,,=Ec_IO!E83
ADDED,Analysis,D115,,=Ec_IO!E84
ADDED,Analysis,D116,,=Ec_IO!E85
ADDED,Analysis,D117,,=Ec_IO!E86
ADDED,Analysis,D118,,=Ec_IO!E87
ADDED,Analysis,D119,,=Ec_IO!E88
ADDED,Analysis,D120,,=Ec_IO!E89
ADDED,Analysis,D121,,=Ec_IO!E90
ADDED,Analysis,D122,,=Ec_IO!E91
ADDED,Analysis,D123,,=Ec_IO!E92
ADDED,Analysis,D124,,=Ec_IO!E93
ADDED,Analysis,D125,,=Ec_IO!E94
ADDED,Analysis,D126,,=Ec_IO!E95
ADDED,Analysis,D127,,=Ec_IO!E96
ADDED,Analysis,D128,,=Ec_IO!E97
ADDED,Analysis,D129,,=Ec_IO!E98
ADDED,Analysis,D130,,=Ec_IO!E99
ADDED,Analysis,D131,,=Ec_IO!E100
ADDED,Analysis,D20,,=Ec_IO!D66
ADDED,Analysis,D22,,=Ec_IO!D68
ADDED,Analysis,D23,,=Ec_IO!D69
ADDED,Analysis,D24,,=Ec_IO!D70
ADDED,Analysis,D25,,=Ec_IO!D71
ADDED,Analysis,D26,,=Ec_IO!D72
ADDED,Analysis,D27,,=Ec_IO!D73
ADDED,Analysis,D28,,=Ec_IO!D74
ADDED,Analysis,D29,,=Ec_IO!D75
ADDED,Analysis,D30,,=Ec_IO!D76
ADDED,Analysis,D31,,=Ec_IO!D77
ADDED,Analysis,D32,,=Ec_IO!D78
ADDED,Analysis,D33,,=Ec_IO!D79
ADDED,Analysis,E20,,=Ec_IO!E66
ADDED,Analysis,E21,,=Ec_IO!E67
ADDED,Analysis,E33,,=Ec_IO!E79
ADDED,Analysis,F20,,=Ec_IO!F66
ADDED,Analysis,F22,,=Ec_IO!F68
ADDED,Analysis,F23,,=Ec_IO!F69
ADDED,Analysis,F24,,=Ec_IO!F70
ADDED,Analysis,F25,,=Ec_IO!F71
ADDED,Analysis,F26,,=Ec_IO!F72
ADDED,Analysis,F27,,=Ec_IO!F73
ADDED,Analysis,F28,,=Ec_IO!F74
ADDED,Analysis,F29,,=Ec_IO!F75
ADDED,Analysis,F30,,=Ec_IO!F76
ADDED,Analysis,F31,,=Ec_IO!F77
ADDED,Analysis,F32,,=Ec_IO!F78
ADDED,Analysis,F33,,=Ec_IO!F79
ADDED,Analysis,G20,,=Ec_IO!G66
ADDED,Analysis,G21,,=Ec_IO!G67
ADDED,Analysis,G22,,=Ec_IO!G68
ADDED,Analysis,G23,,=Ec_IO!G69
ADDED,Analysis,G24,,=Ec_IO!G70
ADDED,Analysis,G25,,=Ec_IO!G71
ADDED,Analysis,G26,,=Ec_IO!G72
ADDED,Analysis,G27,,=Ec_IO!G73
ADDED,Analysis,G28,,=Ec_IO!G74
ADDED,Analysis,G29,,=Ec_IO!G75
ADDED,Analysis,G30,,=Ec_IO!G76
ADDED,Analysis,G31,,=Ec_IO!G77
ADDED,Analysis,G32,,=Ec_IO!G78
ADDED,Analysis,G33,,=Ec_IO!G79
ADDED,Ec_IO,D68,,=T7
ADDED,Ec_IO,E69,,=C69
ADDED,Ec_IO,E70,,=C70
ADDED,Ec_IO,E71,,=C71
ADDED,Ec_IO,E72,,=C72
ADDED,Ec_IO,E73,,=C73
ADDED,Ec_IO,E74,,=C74
ADDED,Ec_IO,E75,,=C75
ADDED,Ec_IO,E76,,=C76
ADDED,Ec_IO,E77,,=C77
ADDED,Ec_IO,E78,,=C78
ADDED,Ec_IO,E79,,=C79
ADDED,Ec_IO,E81,,=T7
ADDED,Ec_IO,F68,,=T14
ADDED,Prod_Summary,Y49,,=MAX(Y5:Y46)/$Y$48
ADDED,Prod_Summary,Y50,,=V47+Y49
ADDED,Project_NCF,A10,,='CR Econ'!A10
ADDED,Project_NCF,A11,,='CR Econ'!A11
ADDED,Project_NCF,A12,,='CR Econ'!A12
ADDED,Project_NCF,A13,,='CR Econ'!A13
ADDED,Project_NCF,A14,,='CR Econ'!A14
ADDED,Project_NCF,A15,,='CR Econ'!A15
ADDED,Project_NCF,A16,,='CR Econ'!A16
ADDED,Project_NCF,A17,,='CR Econ'!A17
ADDED,Project_NCF,A18,,='CR Econ'!A18
ADDED,Project_NCF,A19,,='CR Econ'!A19
ADDED,Project_NCF,A20,,='CR Econ'!A20
ADDED,Project_NCF,A21,,='CR Econ'!A21
ADDED,Project_NCF,A22,,='CR Econ'!A22
ADDED,Project_NCF,A23,,='CR Econ'!A23
ADDED,Project_NCF,A24,,='CR Econ'!A24
ADDED,Project_NCF,A25,,='CR Econ'!A25
ADDED,Project_NCF,A26,,='CR Econ'!A26
ADDED,Project_NCF,A27,,='CR Econ'!A27
ADDED,Project_NCF,A28,,='CR Econ'!A28
ADDED,Project_NCF,A29,,='CR Econ'!A29
ADDED,Project_NCF,A3,,='CR Econ'!A3
ADDED,Project_NCF,A30,,='CR Econ'!A30
ADDED,Project_NCF,A31,,='CR Econ'!A31
ADDED,Project_NCF,A32,,='CR Econ'!A32
ADDED,Project_NCF,A33,,='CR Econ'!A33
ADDED,Project_NCF,A34,,='CR Econ'!A34
ADDED,Project_NCF,A35,,='CR Econ'!A35
ADDED,Project_NCF,A36,,='CR Econ'!A36
ADDED,Project_NCF,A37,,='CR Econ'!A37
ADDED,Project_NCF,A38,,='CR Econ'!A38
ADDED,Project_NCF,A39,,='CR Econ'!A39
ADDED,Project_NCF,A40,,='CR Econ'!A40
ADDED,Project_NCF,A41,,='CR Econ'!A41
ADDED,Project_NCF,A42,,='CR Econ'!A42
ADDED,Project_NCF,A43,,='CR Econ'!A43
ADDED,Project_NCF,A44,,='CR Econ'!A44
ADDED,Project_NCF,A45,,='CR Econ'!A45
ADDED,Project_NCF,A46,,='CR Econ'!A46
ADDED,Project_NCF,A47,,='CR Econ'!A47
ADDED,Project_NCF,A48,,='CR Econ'!A48
ADDED,Project_NCF,A49,,='CR Econ'!A49
ADDED,Project_NCF,A5,,='CR Econ'!A5
ADDED,Project_NCF,A6,,='CR Econ'!A6
ADDED,Project_NCF,A7,,='CR Econ'!A7
ADDED,Project_NCF,A8,,='CR Econ'!A8
ADDED,Project_NCF,A9,,='CR Econ'!A9
ADDED,Project_NCF,AA10,,"=MAX(Y10,Z10)"
ADDED,Project_NCF,AA11,,"=MAX(Y11,Z11)"
ADDED,Project_NCF,AA12,,"=MAX(Y12,Z12)"
ADDED,Project_NCF,AA13,,"=MAX(Y13,Z13)"
ADDED,Project_NCF,AA14,,"=MAX(Y14,Z14)"
ADDED,Project_NCF,AA15,,"=MAX(Y15,Z15)"
ADDED,Project_NCF,AA16,,"=MAX(Y16,Z16)"
ADDED,Project_NCF,AA17,,"=MAX(Y17,Z17)"
ADDED,Project_NCF,AA18,,"=MAX(Y18,Z18)"
ADDED,Project_NCF,AA19,,"=MAX(Y19,Z19)"
ADDED,Project_NCF,AA20,,"=MAX(Y20,Z20)"
ADDED,Project_NCF,AA21,,"=MAX(Y21,Z21)"
ADDED,Project_NCF,AA22,,"=MAX(Y22,Z22)"
ADDED,Project_NCF,AA23,,"=MAX(Y23,Z23)"
ADDED,Project_NCF,AA24,,"=MAX(Y24,Z24)"
ADDED,Project_NCF,AA25,,"=MAX(Y25,Z25)"
ADDED,Project_NCF,AA26,,"=MAX(Y26,Z26)"
ADDED,Project_NCF,AA27,,"=MAX(Y27,Z27)"
ADDED,Project_NCF,AA28,,"=MAX(Y28,Z28)"
ADDED,Project_NCF,AA29,,"=MAX(Y29,Z29)"
ADDED,Project_NCF,AA30,,"=MAX(Y30,Z30)"
ADDED,Project_NCF,AA31,,"=MAX(Y31,Z31)"
ADDED,Project_NCF,AA32,,"=MAX(Y32,Z32)"
ADDED,Project_NCF,AA33,,"=MAX(Y33,Z33)"
ADDED,Project_NCF,AA34,,"=MAX(Y34,Z34)"
ADDED,Project_NCF,AA35,,"=MAX(Y35,Z35)"
ADDED,Project_NCF,AA36,,"=MAX(Y36,Z36)"
ADDED,Project_NCF,AA37,,"=MAX(Y37,Z37)"
ADDED,Project_NCF,AA38,,"=MAX(Y38,Z38)"
ADDED,Project_NCF,AA39,,"=MAX(Y39,Z39)"
ADDED,Project_NCF,AA40,,"=MAX(Y40,Z40)"
ADDED,Project_NCF,AA41,,"=MAX(Y41,Z41)"
ADDED,Project_NCF,AA42,,"=MAX(Y42,Z42)"
ADDED,Project_NCF,AA43,,"=MAX(Y43,Z43)"
ADDED,Project_NCF,AA44,,"=MAX(Y44,Z44)"
ADDED,Project_NCF,AA45,,"=MAX(Y45,Z45)"
ADDED,Project_NCF,AA46,,"=MAX(Y46,Z46)"
ADDED,Project_NCF,AA47,,"=MAX(Y47,Z47)"
ADDED,Project_NCF,AA48,,"=MAX(Y48,Z48)"
ADDED,Project_NCF,AA49,,"=MAX(Y49,Z49)"
ADDED,Project_NCF,AA5,,"=MAX(Y5,Z5)"
ADDED,Project_NCF,AA51,,=SUM(AA5:AA49)
ADDED,Project_NCF,AA6,,"=MAX(Y6,Z6)"
ADDED,Project_NCF,AA7,,"=MAX(Y7,Z7)"
ADDED,Project_NCF,AA8,,"=MAX(Y8,Z8)"
ADDED,Project_NCF,AA9,,"=MAX(Y9,Z9)"
ADDED,Project_NCF,AB10,,=(CIT_NCF_Gas!AF10+CIT_NCF_Oil!AF10)*(A10<=Ec_IO!$D$22)
ADDED,Project_NCF,AB11,,=(CIT_NCF_Gas!AF11+CIT_NCF_Oil!AF11)*(A11<=Ec_IO!$D$22)
ADDED,Project_NCF,AB12,,=(CIT_NCF_Gas!AF12+CIT_NCF_Oil!AF12)*(A12<=Ec_IO!$D$22)
ADDED,Project_NCF,AB13,,=(CIT_NCF_Gas!AF13+CIT_NCF_Oil!AF13)*(A13<=Ec_IO!$D$22)
ADDED,Project_NCF,AB14,,=(CIT_NCF_Gas!AF14+CIT_NCF_Oil!AF14)*(A14<=Ec_IO!$D$22)
ADDED,Project_NCF,AB15,,=(CIT_NCF_Gas!AF15+CIT_NCF_Oil!AF15)*(A15<=Ec_IO!$D$22)
ADDED,Project_NCF,AB16,,=(CIT_NCF_Gas!AF16+CIT_NCF_Oil!AF16)*(A16<=Ec_IO!$D$22)
ADDED,Project_NCF,AB17,,=(CIT_NCF_Gas!AF17+CIT_NCF_Oil!AF17)*(A17<=Ec_IO!$D$22)
ADDED,Project_NCF,AB18,,=(CIT_NCF_Gas!AF18+CIT_NCF_Oil!AF18)*(A18<=Ec_IO!$D$22)
ADDED,Project_NCF,AB19,,=(CIT_NCF_Gas!AF19+CIT_NCF_Oil!AF19)*(A19<=Ec_IO!$D$22)
ADDED,Project_NCF,AB20,,=(CIT_NCF_Gas!AF20+CIT_NCF_Oil!AF20)*(A20<=Ec_IO!$D$22)
ADDED,Project_NCF,AB21,,=(CIT_NCF_Gas!AF21+CIT_NCF_Oil!AF21)*(A21<=Ec_IO!$D$22)
ADDED,Project_NCF,AB22,,=(CIT_NCF_Gas!AF22+CIT_NCF_Oil!AF22)*(A22<=Ec_IO!$D$22)
ADDED,Project_NCF,AB23,,=(CIT_NCF_Gas!AF23+CIT_NCF_Oil!AF23)*(A23<=Ec_IO!$D$22)
ADDED,Project_NCF,AB24,,=(CIT_NCF_Gas!AF24+CIT_NCF_Oil!AF24)*(A24<=Ec_IO!$D$22)
ADDED,Project_NCF,AB25,,=(CIT_NCF_Gas!AF25+CIT_NCF_Oil!AF25)*(A25<=Ec_IO!$D$22)
ADDED,Project_NCF,AB26,,=(CIT_NCF_Gas!AF26+CIT_NCF_Oil!AF26)*(A26<=Ec_IO!$D$22)
ADDED,Project_NCF,AB27,,=(CIT_NCF_Gas!AF27+CIT_NCF_Oil!AF27)*(A27<=Ec_IO!$D$22)
ADDED,Project_NCF,AB28,,=(CIT_NCF_Gas!AF28+CIT_NCF_Oil!AF28)*(A28<=Ec_IO!$D$22)
ADDED,Project_NCF,AB29,,=(CIT_NCF_Gas!AF29+CIT_NCF_Oil!AF29)*(A29<=Ec_IO!$D$22)
ADDED,Project_NCF,AB30,,=(CIT_NCF_Gas!AF30+CIT_NCF_Oil!AF30)*(A30<=Ec_IO!$D$22)
ADDED,Project_NCF,AB31,,=(CIT_NCF_Gas!AF31+CIT_NCF_Oil!AF31)*(A31<=Ec_IO!$D$22)
ADDED,Project_NCF,AB32,,=(CIT_NCF_Gas!AF32+CIT_NCF_Oil!AF32)*(A32<=Ec_IO!$D$22)
ADDED,Project_NCF,AB33,,=(CIT_NCF_Gas!AF33+CIT_NCF_Oil!AF33)*(A33<=Ec_IO!$D$22)
ADDED,Project_NCF,AB34,,=(CIT_NCF_Gas!AF34+CIT_NCF_Oil!AF34)*(A34<=Ec_IO!$D$22)
ADDED,Project_NCF,AB35,,=(CIT_NCF_Gas!AF35+CIT_NCF_Oil!AF35)*(A35<=Ec_IO!$D$22)
ADDED,Project_NCF,AB36,,=(CIT_NCF_Gas!AF36+CIT_NCF_Oil!AF36)*(A36<=Ec_IO!$D$22)
ADDED,Project_NCF,AB37,,=(CIT_NCF_Gas!AF37+CIT_NCF_Oil!AF37)*(A37<=Ec_IO!$D$22)
ADDED,Project_NCF,AB38,,=(CIT_NCF_Gas!AF38+CIT_NCF_Oil!AF38)*(A38<=Ec_IO!$D$22)
ADDED,Project_NCF,AB39,,=(CIT_NCF_Gas!AF39+CIT_NCF_Oil!AF39)*(A39<=Ec_IO!$D$22)
ADDED,Project_NCF,AB40,,=(CIT_NCF_Gas!AF40+CIT_NCF_Oil!AF40)*(A40<=Ec_IO!$D$22)
ADDED,Project_NCF,AB41,,=(CIT_NCF_Gas!AF41+CIT_NCF_Oil!AF41)*(A41<=Ec_IO!$D$22)
ADDED,Project_NCF,AB42,,=(CIT_NCF_Gas!AF42+CIT_NCF_Oil!AF42)*(A42<=Ec_IO!$D$22)
ADDED,Project_NCF,AB43,,=(CIT_NCF_Gas!AF43+CIT_NCF_Oil!AF43)*(A43<=Ec_IO!$D$22)
ADDED,Project_NCF,AB44,,=(CIT_NCF_Gas!AF44+CIT_NCF_Oil!AF44)*(A44<=Ec_IO!$D$22)
ADDED,Project_NCF,AB5,,=(CIT_NCF_Gas!AF5+CIT_NCF_Oil!AF5)*(A5<=Ec_IO!$D$22)
ADDED,Project_NCF,AB51,,=SUM(AB5:AB49)
ADDED,Project_NCF,AB6,,=(CIT_NCF_Gas!AF6+CIT_NCF_Oil!AF6)*(A6<=Ec_IO!$D$22)
ADDED,Project_NCF,AB7,,=(CIT_NCF_Gas!AF7+CIT_NCF_Oil!AF7)*(A7<=Ec_IO!$D$22)
ADDED,Project_NCF,AB8,,=(CIT_NCF_Gas!AF8+CIT_NCF_Oil!AF8)*(A8<=Ec_IO!$D$22)
ADDED,Project_NCF,AB9,,=(CIT_NCF_Gas!AF9+CIT_NCF_Oil!AF9)*(A9<=Ec_IO!$D$22)
ADDED,Project_NCF,AC10,,=(CIT_NCF_Oil!AG10+CIT_NCF_Gas!AG10)*(A10<=Ec_IO!$D$22)
ADDED,Project_NCF,AC11,,=(CIT_NCF_Oil!AG11+CIT_NCF_Gas!AG11)*(A11<=Ec_IO!$D$22)
ADDED,Project_NCF,AC12,,=(CIT_NCF_Oil!AG12+CIT_NCF_Gas!AG12)*(A12<=Ec_IO!$D$22)
ADDED,Project_NCF,AC13,,=(CIT_NCF_Oil!AG13+CIT_NCF_Gas!AG13)*(A13<=Ec_IO!$D$22)
ADDED,Project_NCF,AC14,,=(CIT_NCF_Oil!AG14+CIT_NCF_Gas!AG14)*(A14<=Ec_IO!$D$22)
ADDED,Project_NCF,AC15,,=(CIT_NCF_Oil!AG15+CIT_NCF_Gas!AG15)*(A15<=Ec_IO!$D$22)
ADDED,Project_NCF,AC16,,=(CIT_NCF_Oil!AG16+CIT_NCF_Gas!AG16)*(A16<=Ec_IO!$D$22)
ADDED,Project_NCF,AC17,,=(CIT_NCF_Oil!AG17+CIT_NCF_Gas!AG17)*(A17<=Ec_IO!$D$22)
ADDED,Project_NCF,AC18,,=(CIT_NCF_Oil!AG18+CIT_NCF_Gas!AG18)*(A18<=Ec_IO!$D$22)
ADDED,Project_NCF,AC19,,=(CIT_NCF_Oil!AG19+CIT_NCF_Gas!AG19)*(A19<=Ec_IO!$D$22)
ADDED,Project_NCF,AC20,,=(CIT_NCF_Oil!AG20+CIT_NCF_Gas!AG20)*(A20<=Ec_IO!$D$22)
ADDED,Project_NCF,AC21,,=(CIT_NCF_Oil!AG21+CIT_NCF_Gas!AG21)*(A21<=Ec_IO!$D$22)
ADDED,Project_NCF,AC22,,=(CIT_NCF_Oil!AG22+CIT_NCF_Gas!AG22)*(A22<=Ec_IO!$D$22)
ADDED,Project_NCF,AC23,,=(CIT_NCF_Oil!AG23+CIT_NCF_Gas!AG23)*(A23<=Ec_IO!$D$22)
ADDED,Project_NCF,AC24,,=(CIT_NCF_Oil!AG24+CIT_NCF_Gas!AG24)*(A24<=Ec_IO!$D$22)
ADDED,Project_NCF,AC25,,=(CIT_NCF_Oil!AG25+CIT_NCF_Gas!AG25)*(A25<=Ec_IO!$D$22)
ADDED,Project_NCF,AC26,,=(CIT_NCF_Oil!AG26+CIT_NCF_Gas!AG26)*(A26<=Ec_IO!$D$22)
ADDED,Project_NCF,AC27,,=(CIT_NCF_Oil!AG27+CIT_NCF_Gas!AG27)*(A27<=Ec_IO!$D$22)
ADDED,Project_NCF,AC28,,=(CIT_NCF_Oil!AG28+CIT_NCF_Gas!AG28)*(A28<=Ec_IO!$D$22)
ADDED,Project_NCF,AC29,,=(CIT_NCF_Oil!AG29+CIT_NCF_Gas!AG29)*(A29<=Ec_IO!$D$22)
ADDED,Project_NCF,AC30,,=(CIT_NCF_Oil!AG30+CIT_NCF_Gas!AG30)*(A30<=Ec_IO!$D$22)
ADDED,Project_NCF,AC31,,=(CIT_NCF_Oil!AG31+CIT_NCF_Gas!AG31)*(A31<=Ec_IO!$D$22)
ADDED,Project_NCF,AC32,,=(CIT_NCF_Oil!AG32+CIT_NCF_Gas!AG32)*(A32<=Ec_IO!$D$22)
ADDED,Project_NCF,AC33,,=(CIT_NCF_Oil!AG33+CIT_NCF_Gas!AG33)*(A33<=Ec_IO!$D$22)
ADDED,Project_NCF,AC34,,=(CIT_NCF_Oil!AG34+CIT_NCF_Gas!AG34)*(A34<=Ec_IO!$D$22)
ADDED,Project_NCF,AC35,,=(CIT_NCF_Oil!AG35+CIT_NCF_Gas!AG35)*(A35<=Ec_IO!$D$22)
ADDED,Project_NCF,AC36,,=(CIT_NCF_Oil!AG36+CIT_NCF_Gas!AG36)*(A36<=Ec_IO!$D$22)
ADDED,Project_NCF,AC37,,=(CIT_NCF_Oil!AG37+CIT_NCF_Gas!AG37)*(A37<=Ec_IO!$D$22)
ADDED,Project_NCF,AC38,,=(CIT_NCF_Oil!AG38+CIT_NCF_Gas!AG38)*(A38<=Ec_IO!$D$22)
ADDED,Project_NCF,AC39,,=(CIT_NCF_Oil!AG39+CIT_NCF_Gas!AG39)*(A39<=Ec_IO!$D$22)
ADDED,Project_NCF,AC40,,=(CIT_NCF_Oil!AG40+CIT_NCF_Gas!AG40)*(A40<=Ec_IO!$D$22)
ADDED,Project_NCF,AC41,,=(CIT_NCF_Oil!AG41+CIT_NCF_Gas!AG41)*(A41<=Ec_IO!$D$22)
ADDED,Project_NCF,AC42,,=(CIT_NCF_Oil!AG42+CIT_NCF_Gas!AG42)*(A42<=Ec_IO!$D$22)
ADDED,Project_NCF,AC43,,=(CIT_NCF_Oil!AG43+CIT_NCF_Gas!AG43)*(A43<=Ec_IO!$D$22)
ADDED,Project_NCF,AC44,,=(CIT_NCF_Oil!AG44+CIT_NCF_Gas!AG44)*(A44<=Ec_IO!$D$22)
ADDED,Project_NCF,AC45,,=(CIT_NCF_Oil!AG45+CIT_NCF_Gas!AG45)*(A45<=Ec_IO!$D$22)
ADDED,Project_NCF,AC46,,=(CIT_NCF_Oil!AG46+CIT_NCF_Gas!AG46)*(A46<=Ec_IO!$D$22)
ADDED,Project_NCF,AC47,,=(CIT_NCF_Oil!AG47+CIT_NCF_Gas!AG47)*(A47<=Ec_IO!$D$22)
ADDED,Project_NCF,AC48,,=(CIT_NCF_Oil!AG48+CIT_NCF_Gas!AG48)*(A48<=Ec_IO!$D$22)
ADDED,Project_NCF,AC49,,=(CIT_NCF_Oil!AG49+CIT_NCF_Gas!AG49)*(A49<=Ec_IO!$D$22)
ADDED,Project_NCF,AC5,,=(CIT_NCF_Oil!AG5+CIT_NCF_Gas!AG5)*(A5<=Ec_IO!$D$22)
ADDED,Project_NCF,AC51,,=SUM(AC5:AC49)
ADDED,Project_NCF,AC6,,=(CIT_NCF_Oil!AG6+CIT_NCF_Gas!AG6)*(A6<=Ec_IO!$D$22)
ADDED,Project_NCF,AC7,,=(CIT_NCF_Oil!AG7+CIT_NCF_Gas!AG7)*(A7<=Ec_IO!$D$22)
ADDED,Project_NCF,AC8,,=(CIT_NCF_Oil!AG8+CIT_NCF_Gas!AG8)*(A8<=Ec_IO!$D$22)
ADDED,Project_NCF,AC9,,=(CIT_NCF_Oil!AG9+CIT_NCF_Gas!AG9)*(A9<=Ec_IO!$D$22)
ADDED,Project_NCF,AD10,,=HT_NCF_Oil!AO10
ADDED,Project_NCF,AD11,,=HT_NCF_Oil!AO11
ADDED,Project_NCF,AD12,,=HT_NCF_Oil!AO12
ADDED,Project_NCF,AD13,,=HT_NCF_Oil!AO13
ADDED,Project_NCF,AD14,,=HT_NCF_Oil!AO14
ADDED,Project_NCF,AD15,,=HT_NCF_Oil!AO15
ADDED,Project_NCF,AD16,,=HT_NCF_Oil!AO16
ADDED,Project_NCF,AD17,,=HT_NCF_Oil!AO17
ADDED,Project_NCF,AD18,,=HT_NCF_Oil!AO18
ADDED,Project_NCF,AD19,,=HT_NCF_Oil!AO19
ADDED,Project_NCF,AD20,,=HT_NCF_Oil!AO20
ADDED,Project_NCF,AD21,,=HT_NCF_Oil!AO21
ADDED,Project_NCF,AD22,,=HT_NCF_Oil!AO22
ADDED,Project_NCF,AD23,,=HT_NCF_Oil!AO23
ADDED,Project_NCF,AD24,,=HT_NCF_Oil!AO24
ADDED,Project_NCF,AD25,,=HT_NCF_Oil!AO25
ADDED,Project_NCF,AD26,,=HT_NCF_Oil!AO26
ADDED,Project_NCF,AD27,,=HT_NCF_Oil!AO27
ADDED,Project_NCF,AD28,,=HT_NCF_Oil!AO28
ADDED,Project_NCF,AD29,,=HT_NCF_Oil!AO29
ADDED,Project_NCF,AD30,,=HT_NCF_Oil!AO30
ADDED,Project_NCF,AD31,,=HT_NCF_Oil!AO31
ADDED,Project_NCF,AD32,,=HT_NCF_Oil!AO32
ADDED,Project_NCF,AD33,,=HT_NCF_Oil!AO33
ADDED,Project_NCF,AD34,,=HT_NCF_Oil!AO34
ADDED,Project_NCF,AD35,,=HT_NCF_Oil!AO35
ADDED,Project_NCF,AD36,,=HT_NCF_Oil!AO36
ADDED,Project_NCF,AD37,,=HT_NCF_Oil!AO37
ADDED,Project_NCF,AD38,,=HT_NCF_Oil!AO38
ADDED,Project_NCF,AD39,,=HT_NCF_Oil!AO39
ADDED,Project_NCF,AD40,,=HT_NCF_Oil!AO40
ADDED,Project_NCF,AD41,,=HT_NCF_Oil!AO41
ADDED,Project_NCF,AD42,,=HT_NCF_Oil!AO42
ADDED,Project_NCF,AD43,,=HT_NCF_Oil!AO43
ADDED,Project_NCF,AD44,,=HT_NCF_Oil!AO44
ADDED,Project_NCF,AD45,,=HT_NCF_Oil!AO45
ADDED,Project_NCF,AD46,,=HT_NCF_Oil!AO46
ADDED,Project_NCF,AD47,,=HT_NCF_Oil!AO47
ADDED,Project_NCF,AD48,,=HT_NCF_Oil!AO48
ADDED,Project_NCF,AD49,,=HT_NCF_Oil!AO49
ADDED,Project_NCF,AD5,,=HT_NCF_Oil!AO5
ADDED,Project_NCF,AD51,,=SUM(AD5:AD49)
ADDED,Project_NCF,AD6,,=HT_NCF_Oil!AO6
ADDED,Project_NCF,AD7,,=HT_NCF_Oil!AO7
ADDED,Project_NCF,AD8,,=HT_NCF_Oil!AO8
ADDED,Project_NCF,AD9,,=HT_NCF_Oil!AO9
ADDED,Project_NCF,AE10,,=(AD10+AC10+AB10+R10+Q10+P10+O10+I10+H10+G10+F10)*(A10<=Ec_IO!$D$22)
ADDED,Project_NCF,AE11,,=(AD11+AC11+AB11+R11+Q11+P11+O11+I11+H11+G11+F11)*(A11<=Ec_IO!$D$22)
ADDED,Project_NCF,AE12,,=(AD12+AC12+AB12+R12+Q12+P12+O12+I12+H12+G12+F12)*(A12<=Ec_IO!$D$22)
ADDED,Project_NCF,AE13,,=(AD13+AC13+AB13+R13+Q13+P13+O13+I13+H13+G13+F13)*(A13<=Ec_IO!$D$22)
